pH,TDS,Turbidity,Safe
7.701032797,491.0790821,3.395482609,1
8.832641116,324.9370292,3.452149736,0
5.646083312,298.550513,3.938505627,0
7.332103963,289.2027406,3.901096866,1
7.896743922,410.8041321,4.889458166,1
5.675294715,432.1079346,5.021464632,0
6.010617577,391.8209641,4.867287404,0
7.986018499,508.2627539,3.153004728,1
7.159613912,344.9505839,4.943842601,1
7.565198073,290.1186126,5.185000024,1
6.865568515,406.612743,4.916218246,1
5.736675709,472.2554031,2.741791308,0
6.129069622,392.5582049,3.83763909,0
5.991371082,364.5231509,4.53937115,0
9.723377231,477.3426562,4.072063353,0
7.736312841,455.840428,3.700916676,1
6.715799479,412.5829888,4.999752023,1
7.966762553,515.8063854,4.816347767,1
8.242558635,456.5439451,3.529427237,1
6.539546128,543.9491409,4.076403287,1
6.78538406,483.442018,4.677920641,1
7.007974587,527.198675,4.628974864,1
7.740383939,555.5902835,3.01336084,1
7.918087079,518.0485235,4.64004301,1
5.772769698,591.3633685,4.154685424,0
7.571684493,350.8269163,3.920287688,1
8.73352533,438.5534987,3.1492018,0
6.917858355,566.3793974,5.544167317,1
8.512780909,347.9866864,4.026622094,0
6.539115261,401.6182184,4.211671959,1
8.22708313,353.3364843,3.619181848,1
7.274198051,377.198273,3.152762794,1
7.118980168,562.7714671,5.349210586,1
5.941942536,380.4284147,4.302179285,0
7.278910903,410.625098,4.201577247,1
7.445189026,320.9309663,2.745803765,1
6.442496436,447.0322886,2.891018879,0
6.919726155,408.9225168,4.12082788,1
6.47237105,458.3627329,4.134575197,0
8.25121778,340.0300886,3.495062986,1
6.707108206,596.7510259,2.640246413,1
7.24019447,538.5325178,3.362821763,1
6.528490775,390.9430887,4.585971676,1
7.031839174,413.5450473,2.725564949,1
7.494391101,432.4318223,3.579651838,1
6.957433638,504.8656928,4.89205044,1
6.962324595,366.6695125,4.526768327,1
6.509621638,594.8992901,3.802819638,1
8.069297893,468.9393445,3.021381555,1
7.213375388,371.4823076,3.453438876,1
6.790838199,351.4802796,3.438279839,1
6.975209178,544.6005667,5.25648355,1
7.422225264,423.7367843,4.486512693,1
6.505065807,313.3618703,2.890998522,1
6.617862257,455.972627,4.601351198,1
6.769769339,418.4194715,3.846611901,1
6.341751224,475.2114605,4.01901055,0
7.058866081,537.5396091,3.937334184,1
7.539287395,603.0549559,5.427372665,0
7.490807654,367.3898112,3.716367555,1
6.037428194,346.3745976,3.594217364,0
6.706695161,448.7541508,4.371882445,1
6.758851697,435.9483861,3.639971876,1
7.48678088,429.7066808,2.748428797,1
6.904121373,464.7255668,4.141819203,1
7.348937142,345.5363659,4.725746456,1
7.846057926,257.9631542,2.487968647,1
6.1798098,624.2299006,3.70432422,0
6.755669308,566.2506937,3.959517637,1
8.218171066,473.6866933,4.246446172,1
6.980061939,334.1660609,3.969463254,1
6.381978996,569.1032945,3.299047219,0
6.64800546,436.9270957,3.829783554,1
5.899936567,430.2696637,3.858978815,0
7.260904363,491.7281423,4.383823385,1
5.575920648,525.1234713,4.294447559,0
5.467401255,332.4252243,3.717822718,0
6.090016057,422.6003747,2.943521712,0
8.205447053,442.4055402,3.73992167,1
7.670505864,304.7136645,3.93382646,1
6.791097166,393.6251725,3.084039762,1
6.006769481,264.2839334,4.034754809,0
6.336342762,421.9635385,3.78880332,0
7.473235377,395.7132588,3.87771425,1
7.380104835,450.7183341,5.030452202,1
10.067633,431.430087,3.776788997,0
5.9159443,510.4878798,2.585849315,0
6.124847329,414.7710169,4.211967654,0
6.58545023,341.3571602,4.275640248,1
6.342671183,340.7049784,4.582591795,0
6.632990254,387.9577162,4.36085117,1
5.400700138,392.3537323,3.555737566,0
7.460147818,457.5204429,2.413628852,1
6.709822001,330.8760828,1.687624505,1
5.365192408,449.0515158,3.180798457,0
6.920388988,300.5479288,3.277601364,1
7.025456548,508.2833497,2.927051442,1
7.974248428,387.3302154,3.195944251,1
8.03105522,548.917718,3.338880126,1
7.614056817,412.9155386,3.437946395,1
7.643578362,575.9370182,3.76216286,1
7.731315009,347.6530538,5.164284275,1
6.268402756,479.2414672,3.38970529,0
7.369911642,344.1463212,3.821721167,1
6.320375285,464.9009848,2.728617352,0
7.290088572,311.7457571,4.700618336,1
6.356511062,462.2011629,3.415525525,0
7.974065001,366.7187057,4.069086698,1
4.943508444,359.09919,5.070841577,0
7.700362305,449.4126057,3.786486994,1
6.05460718,350.6034312,4.88916336,0
4.22142068,447.4501082,4.278712401,0
8.545890346,432.642307,5.036882987,0
7.752176213,335.8047102,4.72550711,1
5.588129751,378.5285112,3.165618482,0
8.649868625,441.7303914,3.08168124,0
7.899256515,463.8852159,4.44817057,1
5.952267969,355.7819832,4.769768271,0
8.040187557,438.809155,3.221138969,1
4.313219151,355.8793009,3.923590202,0
6.707016928,377.1881249,3.165632391,1
5.853560601,338.4306239,3.756873895,0
8.817402774,403.5966314,3.864098419,0
7.47640846,538.620787,3.47819378,1
7.691486298,516.6468167,4.042497483,1
7.367371853,386.2180718,3.817215105,1
8.927905926,459.89989,5.474354698,0
5.62122732,547.0267663,3.440753325,0
6.450644925,472.2770256,5.241539196,0
7.566517125,462.0061696,3.275142037,1
6.115637546,485.9597174,3.723625473,0
7.595228724,385.3358042,3.497604114,1
7.131221859,435.2347266,4.713192605,1
7.399724708,414.3507509,3.79512408,1
7.002479941,376.7103037,3.352436318,1
5.345345371,433.8752091,2.362886022,0
6.185951163,453.8833405,5.2057243,0
6.070090952,414.1015666,4.699457411,0
7.095569331,544.3541825,4.861276292,1
3.928556492,362.5004142,5.060835979,0
6.352973105,415.6834479,4.15549464,0
5.999125178,429.7464296,5.046973116,0
8.899588378,335.505521,3.92861371,0
7.37533762,444.0770167,5.127394949,1
8.979322853,466.4454294,4.264944046,0
8.532377474,499.604629,2.380088049,0
7.213537481,336.0464515,3.497480961,1
8.895574458,559.1675739,4.754234802,0
6.582764204,486.8632669,3.668879697,1
5.986593892,489.7627989,5.051493874,0
6.841221063,477.2350531,5.092364652,1
7.146117225,475.2553947,4.775201718,1
7.507575296,371.8827631,3.703001047,1
7.997175823,455.0153108,4.817668211,1
5.174345998,558.5264708,3.689144992,0
6.479092567,303.8787934,3.089597302,0
7.811512445,371.1675084,4.54607021,1
7.437216653,316.0224661,3.866874573,1
7.953878115,459.8655118,2.86022397,1
6.396569931,620.3468398,4.188249712,0
8.058135997,427.5452192,3.13060894,1
9.497261163,369.6186165,5.24210533,0
7.984710742,397.5070551,4.567879972,1
6.26111058,341.5236716,4.753018575,0
6.957802749,495.9453442,4.587745469,1
9.663159015,306.0239747,5.270217774,0
6.732713713,398.1818844,3.885405037,1
4.886057057,411.9869872,3.079373114,0
9.610220345,427.8969073,4.961971972,0
8.518531795,413.0048441,4.147168618,0
6.950786515,353.8976701,3.997975215,1
6.023022741,636.2577548,3.668088579,0
9.011480407,473.7955537,4.270801389,0
7.946767904,482.0197992,3.038483125,1
7.709617351,361.2384796,4.140423757,1
6.081615358,392.1660879,4.010036799,0
8.146185794,484.8433398,5.177963625,1
8.141861116,512.8418736,4.136950486,1
7.703356821,455.967558,4.732125346,1
9.252856509,406.3098542,3.300585826,0
6.047651489,424.2511621,2.589867903,0
6.152857802,294.3839141,4.403083394,0
7.436537227,459.1766823,4.497629168,1
7.130099196,449.4353759,1.986191593,1
6.79212545,402.4649056,4.042637641,1
8.885626344,338.512459,2.993300944,0
9.47531626,451.524629,4.701538331,0
7.183108734,451.2114486,4.006424839,1
6.157443145,303.3336324,4.770154312,0
6.467868302,316.4222513,2.861063943,0
7.488133464,492.352061,3.474034717,1
7.32354512,298.0530573,4.898421041,1
6.530796124,456.4706728,3.181634909,1
6.931470427,395.140783,4.249333174,1
7.774645243,401.5516567,3.911816766,1
8.107500139,430.2460101,4.647800627,1
6.306864459,473.548484,4.619172769,0
6.609680322,539.6250371,3.589146441,1
6.632205879,311.1789547,3.44374056,1
5.716755667,539.6107975,4.080674996,0
7.74045387,424.9669947,3.54131667,1
6.277277371,414.7666308,3.619321182,0
8.006373298,508.1164727,2.396505358,1
6.513016586,482.4519329,3.729960916,1
6.234197672,491.5197053,3.885492316,0
7.277143967,397.0431297,4.931353522,1
6.04451303,472.0282857,5.127778325,0
6.643026538,525.0754779,3.709988662,1
5.15045654,326.5863598,4.147028947,0
6.110545161,473.8141914,6.06455925,0
7.831117737,495.5131279,3.807997464,1
6.980727164,465.6301194,5.437618577,1
8.552782416,560.774729,2.940847996,0
6.449379439,382.4438627,3.71542875,0
7.392084038,479.5374969,3.778458496,1
8.360795827,363.7677138,3.715951409,1
7.619845077,372.6869954,3.779648433,1
5.404510674,359.4494203,3.998175886,0
7.079303518,406.116784,5.553173841,1
7.161714893,569.9348878,3.909973568,1
6.854946859,337.9728228,4.938999307,1
7.309556407,471.1781088,3.707413724,1
9.313465893,383.0191013,4.493612765,0
6.187938054,504.9254661,3.546183202,0
7.965337305,361.6914368,3.390982111,1
9.264390909,294.2980647,3.175520774,0
7.754044354,287.5960625,3.760298085,1
9.393891652,426.0030036,3.048565866,0
8.176079615,362.7754392,4.112322458,1
8.337696201,489.9043467,3.454197457,1
7.191024857,297.1064944,4.270645693,1
8.613698595,418.0755105,3.949220099,0
7.793039171,390.065616,3.389270098,1
3.878879389,337.8954055,4.927711075,0
3.978284627,489.8858713,3.751565769,0
5.96406536,388.5526207,4.696720853,0
7.53205858,412.8405064,3.808569923,1
7.233538435,524.8833294,3.679015068,1
7.480728114,461.9792858,3.714874787,1
4.477091714,391.6103219,4.32768029,0
6.31407747,400.6796021,4.363865763,0
8.822610384,442.7862667,4.415596156,0
6.922652371,472.2459375,2.877354267,1
6.904536858,436.0564853,5.058905448,1
6.548017642,446.7122191,5.930227577,1
6.581082756,398.3701305,3.511369718,1
7.864649673,564.9028128,3.585933522,1
6.136907177,396.2290102,4.704585018,0
6.94702854,303.6881065,2.600187733,1
6.203322508,503.5221724,3.487920051,0
8.373170925,490.8215001,2.786329667,1
5.921247069,331.3455693,3.74677556,0
8.829806178,398.9895004,4.423886042,0
6.832217388,284.5511731,3.145415511,1
9.281302611,553.2872406,4.069976589,0
7.456250785,487.3183457,4.279697428,1
7.088250976,497.7037751,3.230645436,1
5.648628538,493.1183456,5.370004183,0
4.293961235,348.9529034,5.105120757,0
9.678050854,392.3823257,3.029700335,0
8.662709501,575.9221717,5.120102528,0
5.897391121,344.8695064,2.961602418,0
9.494242648,511.7051873,3.18902554,0
7.080193059,552.2730553,1.492206615,1
7.55985231,542.9970994,4.550501006,1
7.040394956,430.3220919,3.931916553,1
8.053043682,390.0465726,3.301574895,1
7.044375319,459.6421716,4.276699074,1
6.309891576,393.877683,3.603040462,0
6.203572848,525.2137907,4.305549362,0
6.879404957,353.3654184,4.70047023,1
7.754884394,466.783264,5.128390055,1
7.916669699,524.5479749,4.275192719,1
6.405392482,326.3507452,4.531920781,0
7.795957801,573.1355324,4.25187617,1
6.963979351,271.3684375,4.489870473,1
6.967861397,417.6082144,4.893215273,1
6.622791356,503.2533171,5.60929081,1
7.369988621,473.2680964,3.463852437,1
6.944868387,420.1368731,4.241135181,1
5.284810115,355.5324696,3.990242632,0
6.851442603,392.2067414,4.935556543,1
7.760189365,527.0007956,4.590527649,1
7.280560357,363.9740597,2.919796005,1
6.83425989,463.4616401,2.658843412,1
6.728975148,489.2721602,4.593787133,1
8.016418375,364.9564913,5.320015455,1
6.864916739,306.1155393,4.493746769,1
5.80897552,328.5652878,3.599933102,0
8.458796988,514.9259969,3.827431411,1
6.987335279,259.9637626,3.870292782,1
7.288736661,353.7729296,3.531384661,1
8.116350275,507.027006,2.526016236,1
7.463915951,297.6758766,5.075843604,1
7.512361216,545.228668,3.515802547,1
6.415108472,530.2483872,6.073006014,0
7.059940234,282.5023381,2.949938823,1
7.425102223,337.4360877,2.558772744,1
6.742622398,342.5814436,4.96467264,1
7.682923445,522.5485531,3.542731087,1
7.041665417,443.8725583,3.099746163,1
7.185276449,328.6844196,2.959153823,1
6.597292363,418.4767415,4.318305407,1
6.908853083,377.9263683,4.693949416,1
6.281903929,337.0773485,4.457729915,0
7.036752104,389.2642157,3.285371835,1
7.362912867,315.1993932,3.249439878,1
7.369087139,384.7532976,2.715186685,1
7.708109989,305.2436004,4.896625908,1
6.50411278,377.000392,5.396623142,1
8.185923417,503.414897,3.566945145,1
6.149185174,428.6953308,4.275614874,0
7.080445821,404.1959121,2.664946055,1
6.628427347,464.0254828,3.405278618,1
4.704698462,310.4359793,4.109924712,0
7.976900874,386.5820832,4.753607931,1
6.809644515,352.2523277,3.183803572,1
6.967696683,539.0065207,4.819637104,1
6.44455517,626.1287371,3.551905359,0
6.277742483,364.9311281,5.255011943,0
9.014356734,318.6226223,4.549419413,0
7.78166376,325.6836912,4.822967485,1
6.084360116,324.5902735,4.29811092,0
7.15473588,303.1081459,4.629955736,1
6.74881155,446.8396726,3.312512766,1
8.128270069,419.8958885,4.678742166,1
6.335683142,382.8477409,4.57886119,0
5.940475876,436.9274171,3.997969671,0
7.614877639,376.6727942,2.990780894,1
6.718249445,514.5456721,4.488904316,1
6.866356515,349.00307,4.346153563,1
7.553844615,306.3455625,4.37456385,1
7.366671989,375.7245185,3.394450273,1
6.567759613,380.4330194,3.824428039,1
6.333640046,361.3424956,3.982002335,0
5.892413186,324.2501476,3.311813193,0
7.91803917,421.0999169,3.386109813,1
6.549124998,426.9859417,4.421058844,1
6.804796145,486.9705426,4.847312562,1
7.17617087,502.9190132,4.742966749,1
7.085095883,349.3132127,3.932839293,1
7.201702375,523.241732,3.883250198,1
7.776044113,356.5198655,5.425945934,1
7.046548537,474.0574902,2.869226102,1
7.732880078,452.9220249,3.510728004,1
6.266799948,320.470853,3.652844726,0
6.630251709,496.9062662,5.181202492,1
6.775631133,444.5601085,3.017544306,1
8.164992426,411.478461,4.16249551,1
7.773758137,449.6856024,4.040974482,1
7.295141332,291.7960672,5.056104024,1
7.657541728,541.9154677,4.792527452,1
7.664793523,516.2178472,5.481690934,1
7.800421289,399.7669648,3.345910382,1
7.264069097,503.9087331,3.960282114,1
7.544305636,590.9065736,3.714096435,1
7.749773784,477.0239651,4.317186298,1
7.442023084,365.0941435,2.894651172,1
6.559252621,460.4153864,4.216315016,1
7.035036795,471.4447687,4.557028866,1
7.880685943,435.418245,3.579983811,1
7.498372459,425.9842127,4.242241799,1
6.538207173,488.9541644,3.426266449,1
6.373288071,368.224575,4.538108781,0
5.756475689,443.8433994,4.002081517,0
6.918062438,453.7579722,3.566298462,1
8.81350466,401.2562923,4.242459863,0
7.361599832,310.2619742,3.751588622,1
9.175586153,270.7940588,2.959684621,0
6.550877193,330.0786128,4.824825939,1
6.510855611,314.5298134,4.225608376,1
7.347030356,434.9545189,4.2978807,1
8.11195317,427.8114563,4.430750456,1
5.985012451,437.3485849,3.764099674,0
6.433722353,341.7164586,3.641489972,0
6.770095146,496.6034248,5.203461367,1
7.927969553,415.0065756,4.847262262,1
7.338826111,464.8513219,4.017061119,1
7.078361074,430.1851618,3.263464731,1
6.751668627,443.0374169,3.735173416,1
7.744125219,433.9740225,3.612260192,1
7.560392023,316.2780291,4.257805108,1
7.830607591,366.3795436,3.551568013,1
6.746934968,418.2637575,3.485535976,1
6.542281787,426.0834788,3.794055433,1
8.549692514,343.9724054,3.039018779,0
7.499844502,403.7542555,4.663869576,1
5.763772807,471.7831534,3.253200107,0
7.276863125,322.5334232,6.083772354,1
7.493290816,312.8693643,3.74874691,1
6.11602398,305.834487,3.984308829,0
5.226895232,336.8246562,5.13805579,0
6.420640206,453.6375097,3.139940274,0
7.669012537,377.6189451,4.589512953,1
7.128062255,585.166427,4.510595264,1
6.615350135,309.6084112,4.453443265,1
6.504876222,417.6737022,3.748443401,1
7.459124173,591.801472,3.544751521,1
7.096047101,440.3178709,4.785637378,1
6.989442177,279.6468038,3.85304755,1
8.297725878,517.5468169,4.166105474,1
3.84645395,480.1431086,3.143430669,0
9.380007092,355.578481,4.566253696,0
8.998375023,385.0148668,4.516932985,0
5.690387424,365.1481516,2.988621031,0
7.301563449,394.8293259,2.774960949,1
7.031684051,368.0795101,4.422182857,1
4.348674993,277.4127111,4.360950051,0
5.29419539,354.1018299,3.522454093,0
7.257930995,406.198555,4.266922561,1
9.250491639,451.0158383,3.996339179,0
9.680474778,430.4187865,2.79584013,0
6.741245821,571.8220682,3.500970574,1
6.81170227,313.0915196,3.275008408,1
6.966942962,468.5550615,4.356931133,1
7.446089059,327.6509039,2.948657439,1
6.210647606,360.0589598,3.21212398,0
7.341547112,472.7093809,4.025643696,1
7.051396426,418.2000717,3.172091114,1
6.64261391,457.5115872,3.807720799,1
10.14629048,610.6295503,4.481552363,0
8.4695373,401.7754572,4.149553298,1
6.043212071,484.0922845,4.196726496,0
5.84111884,479.9205378,4.237560418,0
8.114665426,299.4049766,2.65459449,1
5.585116998,347.4644191,4.148342955,0
5.903993501,462.9937287,3.820021216,0
10.28412608,352.1959121,2.844632741,0
9.57822672,522.6005118,3.419238762,0
7.094830834,440.4711976,3.628459629,1
9.687260028,306.3862826,3.085835467,0
6.52744059,471.0735367,3.567180517,1
7.744772552,443.2087743,5.016321199,1
8.28922427,554.2213897,4.291001305,1
7.249257333,288.3687128,4.361486286,1
7.744098531,382.5026998,5.104188246,1
6.890274539,351.5754114,4.100696951,1
6.047380857,513.1888415,2.216729691,0
10.16483856,541.7550825,2.937686205,0
8.722311224,387.9713358,3.009289196,0
3.717703935,491.880578,3.780258731,0
4.894278074,487.625733,3.594990864,0
6.071183422,499.0709093,5.036334154,0
9.032563451,483.7979676,3.626135878,0
9.913703797,502.8830673,5.55466674,0
4.229224559,408.3601989,3.73313957,0
9.135451944,492.7034162,3.643686803,0
3.906567514,511.4851573,3.204795726,0
7.384048888,471.0471287,5.337987102,1
8.524296363,512.3365277,4.343059524,0
5.706130889,390.2852661,4.32639437,0
3.71517136,252.9683278,2.35333814,0
6.519847784,355.1757122,3.272286086,1
7.910640914,409.4272358,3.88660269,1
6.587464617,420.3942228,4.096841156,1
4.30002934,462.9676393,4.586448405,0
8.575939174,291.3042116,4.00212866,0
8.884934503,275.9865953,4.714163453,0
10.5047602,339.6418823,4.681366362,0
6.946717558,370.7956045,4.93498603,1
8.107091815,590.3251265,2.769164071,1
4.908899724,473.4153779,4.196429497,0
5.098967068,478.654518,4.333667365,0
6.093091914,415.0507563,4.523557774,0
10.03393346,321.236814,2.901535467,0
8.978997745,397.4417128,4.656316782,0
5.514747799,388.1375309,2.798158402,0
6.731278124,520.4105053,4.190484029,1
7.191962029,391.2587937,4.102719041,1
7.12771121,400.5663301,3.396184931,1
5.632040992,417.4247663,3.511984837,0
7.95502634,536.3369828,3.955916726,1
7.775049501,430.0785909,4.699482756,1
5.168340328,351.0242557,3.841162625,0
7.66752086,451.7344167,4.618164705,1
7.272362197,503.8963569,3.99658137,1
3.691932693,438.6196351,3.846606955,0
7.692523534,400.3428119,4.522431964,1
8.157518083,574.4028275,4.469430538,1
7.187765846,393.5338792,3.78412078,1
5.689554344,368.629147,3.732170265,0
8.758824521,559.0028538,3.527565359,0
9.814247469,347.7480612,4.317531287,0
9.969273221,452.9702847,3.643379015,0
9.14912671,384.0872809,4.805641211,0
5.840811554,337.6321732,5.049463526,0
4.98167205,525.8794084,4.47514849,0
5.423318496,421.220228,5.224654834,0
4.838571107,391.3242155,4.580371969,0
7.904053371,386.2983586,3.137280422,1
6.744064261,422.3410482,3.534125963,1
8.66397482,402.8747986,3.689241361,0
4.161111968,430.9595045,4.168242189,0
8.515977267,371.2119513,2.165681681,0
9.99980746,417.4125312,2.659977662,0
7.038092306,444.9576179,4.237697607,1
5.972599968,436.774598,5.164944785,0
8.180755326,426.8833667,3.845422805,1
7.010243376,328.2172512,3.279006327,1
8.179890443,412.7085568,4.295737731,1
6.865125275,329.5041913,3.95515371,1
7.950816584,400.1498058,4.543685406,1
9.581188523,423.963995,3.929177544,0
7.274756855,420.5492185,4.271580716,1
8.026773256,499.8547966,3.735983476,1
7.879543234,553.6444595,4.066229364,1
6.44897109,489.7968884,3.759326201,0
5.189413669,552.074544,4.876273,0
6.538084087,381.6854172,5.143750122,1
5.91580675,322.7356853,4.513200539,0
8.136497869,339.7299878,4.20418585,1
6.493764175,536.8895891,4.910911021,0
6.977405633,354.7649403,5.327584532,1
5.489248055,438.515587,3.987012091,0
7.312109304,573.0337789,5.123871935,1
8.55409697,395.2972755,3.56360986,0
6.704431913,407.3195393,3.395331743,1
8.028304242,326.6271313,3.91599081,1
8.616824426,467.6280725,4.584565663,0
9.46712903,510.9823292,3.164187994,0
6.793698635,354.6673118,4.822958046,1
5.486058602,457.646782,4.557707495,0
5.05074838,496.3508753,3.930290663,0
6.246117565,479.0918451,4.755158013,0
8.142330913,485.8662579,4.70486593,1
6.852899085,453.9547573,4.594760614,1
8.801933555,410.4797337,3.769831936,0
8.383761691,406.0856141,3.585736635,1
6.47613984,403.5604823,4.041580247,0
9.894562129,497.4771505,4.61753288,0
4.808039747,381.1593537,3.597759969,0
10.5779305,495.0370675,3.051607724,0
6.30497166,485.5831879,4.221305734,0
7.822491883,436.1649753,3.835332168,1
7.989376234,332.1995072,3.648743737,1
9.671796765,472.3299948,3.895103866,0
5.941265556,444.9295836,2.227370875,0
5.574755848,341.2099365,4.371806161,0
7.610509211,359.6221866,4.692217919,1
7.102446618,327.9245609,3.065508372,1
5.152739799,354.1118604,3.842625171,0
7.301463638,532.1847408,3.942709369,1
6.104925814,478.9989727,4.131932587,0
6.001382441,485.1092148,4.036719762,0
7.885678999,434.3883037,5.430349994,1
7.679090583,377.0751326,3.186823455,1
10.39194239,513.5403984,5.77171476,0
6.714862378,407.1023017,4.593763682,1
7.349653377,365.1405794,3.861684092,1
7.345138417,370.2898377,4.297994791,1
10.14708958,421.1330348,2.799440618,0
6.380717315,413.655951,4.532019663,0
7.940646964,356.294341,5.4318367,1
7.78673469,489.4493051,1.96147543,1
6.323040314,540.8995403,4.749424236,0
6.645657378,278.5026326,4.170657763,1
6.014539831,355.1849348,2.686068741,0
10.08677124,388.969021,4.334122046,0
5.16622597,530.2170079,4.608319394,0
5.573201157,338.5099837,3.599624661,0
9.494558726,490.9426507,3.631107122,0
9.036504348,431.3706622,5.661984463,0
4.400509039,428.9064317,4.010809123,0
6.975392341,321.3645185,4.931460168,1
6.68774978,569.5812878,5.559984937,1
6.867521704,485.3791563,4.837268004,1
6.155249161,554.1390374,3.803908514,0
8.3032638,417.1844458,3.892667002,1
8.641634075,508.8510531,3.416625245,0
7.348611231,385.4096085,3.544537268,1
7.573905933,306.8374019,4.410729144,1
7.855906368,397.8455658,4.15188983,1
3.798391049,410.5090897,4.833507857,0
6.396341051,321.8674741,4.44590718,0
5.228506322,598.6628774,3.188805473,0
6.512239645,288.5176973,5.425794714,1
7.83431924,400.0035891,3.532936096,1
7.388292039,386.661205,3.846830261,1
6.020653841,406.0944271,5.217131275,0
8.388322494,339.3553332,3.854771516,1
8.384296439,398.5742148,3.460998376,1
7.393977957,469.2876307,3.782727581,1
8.384623152,383.4550683,3.682780338,1
7.094802143,370.6005778,4.084660033,1
6.565319432,379.1728036,2.233894046,1
6.38171958,399.6725564,4.657694982,0
7.539742095,436.2031128,4.21067784,1
10.62882091,440.9520714,5.140449467,0
9.228484209,294.9912247,4.829753514,0
10.52460198,533.2883507,4.340986728,0
6.021265943,356.3478419,4.028042401,0
5.973951249,494.2887842,4.208923205,0
6.217579612,387.8680752,3.490002014,0
9.130607244,379.4924534,5.288486793,0
6.095511875,554.5736619,4.302015723,0
6.195254905,490.6441377,3.138971387,0
5.814564234,398.6479443,4.131911908,0
6.756659807,321.905681,4.184873593,1
6.36997353,330.2115153,3.427066374,0
6.601407395,350.9092266,3.973576406,1
5.651933841,473.8049105,3.872027137,0
7.606066882,466.103008,4.58147746,1
8.111101031,419.4530877,3.663774941,1
7.116132606,345.0839364,3.915381678,1
5.280292296,489.0470441,3.835305908,0
9.808258179,474.6179536,4.48126124,0
8.018831607,367.6889906,3.188477334,1
6.603640717,410.1013089,3.403798435,1
6.450805743,351.1801006,3.275581182,0
6.26637841,402.6645821,2.936610535,0
5.161878763,431.096425,4.320100541,0
6.98440553,455.693256,3.406210458,1
6.791992649,379.5379369,2.91405748,1
8.30922771,340.6306415,3.756396831,1
5.057736411,433.4604373,3.163935937,0
6.908272154,422.4895962,5.405567223,1
7.243409879,340.5662445,4.466935915,1
6.164480227,384.3806692,4.834023096,0
9.16099754,310.0748512,3.542527793,0
5.277875568,471.5535946,3.632607032,0
3.975752658,285.3499428,3.666823799,0
5.685216463,396.9112142,4.066156997,0
6.93365391,342.7253184,2.010728686,1
7.464485186,424.6497728,3.880576017,1
6.071838864,478.7669705,2.691610395,0
7.136102613,350.3447084,2.574191772,1
6.328553081,477.2353813,3.265854137,0
6.150595718,267.8017107,4.847520234,0
5.508155526,573.1595907,4.571406411,0
4.761105185,338.8141646,4.581395078,0
10.49074403,274.7647028,2.887022939,0
6.676137319,323.1575175,4.336648485,1
7.973307535,527.6882417,2.826111941,1
7.352146038,427.7938337,5.864497891,1
6.990800831,597.486041,4.332639872,1
5.468360932,368.8346037,4.933467949,0
7.835906989,464.8033302,3.183864093,1
8.423084472,502.053001,3.958608984,1
7.617014109,465.1268383,3.800552599,1
7.617033494,418.6975296,4.299543396,1
5.429334842,439.7015995,3.08173592,0
5.495975999,447.3037558,4.901038222,0
5.092757239,413.6922247,4.636728696,0
6.252810211,414.3282148,2.921797389,0
6.747415283,486.5168842,3.377450524,1
6.640862809,393.9718897,4.708268602,1
7.300990131,475.8216449,4.59634734,1
5.498514693,379.5645636,3.074815428,0
5.652501287,422.0173564,4.856444192,0
6.164927293,472.0593394,4.169660978,0
7.851925692,456.9797718,5.204044178,1
7.22168944,420.2191036,3.160818481,1
6.578083891,364.2735781,4.890415759,1
7.859489939,396.6729763,4.498069166,1
6.073684981,311.9742339,5.249069811,0
6.407963336,384.018547,2.954092652,0
8.64664295,560.7877028,3.333242682,0
7.184697763,359.7781341,3.904063423,1
6.93208503,417.2493946,4.433285888,1
6.174750579,291.1215276,2.566048788,0
9.54025224,476.4586674,3.329503899,0
6.888842932,414.3651494,4.512332449,1
8.174186267,363.6184916,4.709402885,1
8.756926859,372.022817,2.945671727,0
4.740056688,319.7666815,5.467935706,0
8.764495619,359.5763336,5.790838006,0
7.899451562,396.6966974,2.853767349,1
5.800034177,380.4998179,4.074407572,0
7.089184187,301.8959591,3.266028512,1
7.852206664,507.5674883,3.532437619,1
4.9456947,389.9780973,3.78251746,0
9.77693205,383.2600282,2.569468001,0
5.15348864,417.1252097,3.749920565,0
6.884981084,298.6717594,4.58431918,1
7.608750191,347.7923206,4.627464223,1
4.901906856,475.8764151,4.103534274,0
5.711212506,325.0011155,3.953334967,0
7.476689512,459.6331197,4.195539286,1
7.033495055,426.5058343,3.678957092,1
8.655298873,581.0781564,4.588758378,0
8.304334653,407.6429623,4.181254134,1
7.717076952,355.9375965,4.967975792,1
7.555822759,278.4755859,4.099168691,1
4.881729594,531.4766665,3.050197585,0
8.311271181,512.8990364,4.462045738,1
3.800431282,558.1765918,4.473976075,0
4.08359488,381.0587763,2.974870903,0
4.865069696,601.526167,3.974972302,0
9.624726886,306.7843022,2.615257476,0
5.188776875,375.6726908,3.769503907,0
7.842979001,432.5899955,5.109312362,1
5.916930488,548.6377021,3.15755952,0
5.72968912,484.1047845,5.100552354,0
5.678220967,358.5164768,5.42978174,0
7.38658182,433.2394286,3.791372588,1
7.519227463,310.851138,3.275724959,1
7.446225785,357.0662032,5.086698562,1
7.753936118,599.6145353,4.833026694,1
9.159660477,470.5997606,5.452362325,0
7.496990927,485.805431,3.837926004,1
7.542300167,373.5498674,4.317553512,1
7.15905299,347.1807804,4.291668967,1
